sim_id,tau,gamma,rho,R0,peak_I,peak_time,final_R,attack_rate,near_threshold
0,0.000688615546025768,0.11574730921754652,0.009774962863144138,0.2023,977.0,0.0,1226.0,0.01226,0
1,0.000688615546025768,0.11574730921754652,0.009774962863144138,0.2023,977.0,0.0,1152.0,0.01152,0
2,0.02134704300452499,0.21447863515056909,0.008312895409006161,3.384,18629.3921095834,10.126582278481013,67728.0,0.67728,0
3,0.02134704300452499,0.21447863515056909,0.008312895409006161,3.384,19235.640686999304,11.139240506329115,68056.0,0.68056,0
4,0.019745035340594328,0.2746026353520273,0.005240045761486311,2.4447,10900.409760512643,11.139240506329115,50845.0,0.50845,0
5,0.019745035340594328,0.2746026353520273,0.005240045761486311,2.4447,11466.362329005893,11.139240506329115,51913.0,0.51913,0
6,0.01579116167096531,0.37892454244460405,0.0047989316495714775,1.4169,2961.82110175186,14.177215189873419,21757.0,0.21757,0
7,0.01579116167096531,0.37892454244460405,0.0047989316495714775,1.4169,3168.249966297848,12.151898734177216,20910.0,0.2091,0
8,0.012292873134381188,0.25082492959995806,0.005599752607922825,1.6663,4788.166867447931,15.18987341772152,29664.0,0.29664,0
9,0.012292873134381188,0.25082492959995806,0.005599752607922825,1.6663,5163.989436978772,15.18987341772152,30583.0,0.30583,0
10,0.018511363431426127,0.14630969354072054,0.0033149962560171295,4.3017,24962.50359940194,14.177215189873419,77348.0,0.77348,0
11,0.018511363431426127,0.14630969354072054,0.0033149962560171295,4.3017,25398.844244411903,14.177215189873419,77906.0,0.77906,0
12,0.00195153851519985,0.4049357580250153,0.007141836736145066,0.1639,714.0,0.0,776.0,0.00776,0
13,0.00195153851519985,0.4049357580250153,0.007141836736145066,0.1639,714.0,0.0,807.0,0.00807,0
14,0.006742002027558839,0.29946015900373746,0.005009301729256253,0.7655,501.0,0.0,4690.0,0.0469,0
15,0.006742002027558839,0.29946015900373746,0.005009301729256253,0.7655,501.0,0.0,4164.0,0.04164,0
16,0.012867848935749302,0.09101969347744758,0.009677755339489363,4.8067,28470.77978122567,19.240506329113927,80779.0,0.80779,0
17,0.012867848935749302,0.09101969347744758,0.009677755339489363,4.8067,28258.540190545256,19.240506329113927,80869.0,0.80869,0
18,0.020695304784449423,0.09210967417409532,0.004940839488070065,7.6392,41421.7916059771,14.177215189873419,92881.0,0.92881,0
19,0.020695304784449423,0.09210967417409532,0.004940839488070065,7.6392,41784.36245449734,14.177215189873419,92856.0,0.92856,0
20,0.005255676038616151,0.47252294230772734,0.009001268889971069,0.3782,900.0,0.0,1324.0,0.01324,0
21,0.005255676038616151,0.47252294230772734,0.009001268889971069,0.3782,900.0,0.0,1436.0,0.01436,0
22,0.001959120709430556,0.38446619813900307,0.00754795316265618,0.1733,755.0,0.0,843.0,0.00843,0
23,0.001959120709430556,0.38446619813900307,0.00754795316265618,0.1733,755.0,0.0,840.0,0.0084,0
24,0.006312194337414962,0.4189209103850339,0.0020425785642478444,0.5123,204.0,0.0,912.0,0.00912,0
25,0.006312194337414962,0.4189209103850339,0.0020425785642478444,0.5123,204.0,0.0,382.0,0.00382,0
26,0.010593519953564152,0.17103258279110153,0.0023299668166394637,2.1059,8148.442888157864,23.291139240506332,42111.0,0.42111,0
27,0.010593519953564152,0.17103258279110153,0.0023299668166394637,2.1059,7876.674730466902,23.291139240506332,40946.0,0.40946,0
28,0.015366113050892177,0.48777512483711116,0.009321501358088354,1.0711,1606.697202577234,9.113924050632912,12416.0,0.12416,1
29,0.015366113050892177,0.48777512483711116,0.009321501358088354,1.0711,1439.8680580615435,9.113924050632912,11835.0,0.11835,1
30,0.0051074269931266555,0.4034613169673788,0.005985410621698512,0.4304,599.0,0.0,920.0,0.0092,0
31,0.0051074269931266555,0.4034613169673788,0.005985410621698512,0.4304,599.0,0.0,1036.0,0.01036,0
32,0.022735288712065593,0.19538050181703953,0.004859812064146488,3.9564,22791.888500270783,11.139240506329115,74426.0,0.74426,0
33,0.022735288712065593,0.19538050181703953,0.004859812064146488,3.9564,23094.334249474396,11.139240506329115,74138.0,0.74138,0
34,0.001890869414486867,0.3198272915486466,0.008258118668839368,0.201,826.0,0.0,977.0,0.00977,0
35,0.001890869414486867,0.3198272915486466,0.008258118668839368,0.201,826.0,0.0,956.0,0.00956,0
36,0.0236066631626233,0.43493860301091564,0.004923170347523676,1.8454,6259.046618574428,9.113924050632912,35012.0,0.35012,0
37,0.0236066631626233,0.43493860301091564,0.004923170347523676,1.8454,6227.827743818208,9.113924050632912,34050.0,0.3405,0
38,0.008543148750696247,0.41436906103028803,0.002476638159915243,0.701,248.0,0.0,741.0,0.00741,0
39,0.008543148750696247,0.41436906103028803,0.002476638159915243,0.701,248.0,0.0,2876.0,0.02876,0
40,0.020083192795438107,0.13779536024319333,0.008884267103124156,4.9554,29133.83788725876,12.151898734177216,82320.0,0.8232,0
41,0.020083192795438107,0.13779536024319333,0.008884267103124156,4.9554,29417.9137453342,12.151898734177216,82832.0,0.82832,0
42,0.014149360280185663,0.2804663794456771,0.003696771140961241,1.7153,5279.46550796067,15.18987341772152,32203.0,0.32203,0
43,0.014149360280185663,0.2804663794456771,0.003696771140961241,1.7153,5197.931523594753,14.177215189873419,31280.0,0.3128,0
44,0.013753651213838505,0.02667819851927243,0.005625703386028563,17.5283,63034.02902732249,24.303797468354432,80412.0,0.80412,0
45,0.013753651213838505,0.02667819851927243,0.005625703386028563,17.5283,62809.91168655217,24.303797468354432,80630.0,0.8063,0
46,0.018427834150324188,0.47841753058154507,0.003907015062638226,1.3096,2471.7828410124976,11.139240506329115,17692.0,0.17692,0
47,0.018427834150324188,0.47841753058154507,0.003907015062638226,1.3096,2832.464558492278,10.126582278481013,18904.0,0.18904,0
48,0.015444397312925535,0.30993277730077656,0.002900203533310279,1.6943,4987.020843005634,14.177215189873419,30011.0,0.30011,0
49,0.015444397312925535,0.30993277730077656,0.002900203533310279,1.6943,4851.200616020441,14.177215189873419,29223.0,0.29223,0
50,0.021531187204112606,0.402844812510898,0.00562650352121358,1.8172,6506.361714208905,9.113924050632912,35741.0,0.35741,0
51,0.021531187204112606,0.402844812510898,0.00562650352121358,1.8172,6008.329749976514,9.113924050632912,34918.0,0.34918,0
52,0.0024955723075689197,0.21073760745511852,0.007489674600239841,0.4026,749.0,0.0,1473.0,0.01473,0
53,0.0024955723075689197,0.21073760745511852,0.007489674600239841,0.4026,749.0,0.0,1095.0,0.01095,0
54,0.0023885350247711164,0.17268415320255723,0.0014308314652458542,0.4703,143.0,0.0,251.0,0.00251,0
